old_shopify_url,content_type,current_handle_slug,proposed_nextjs_url,action,notes
/collections/miad-najafi,collection-retired,miad-najafi,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/mike-bidwell,collection-retired,mike-bidwell,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/mushashi-collection,collection,mushashi-collection,/collections/mushashi-collection,PRESERVE,Keep Shopify collection URL (n=1 product refs). Do not rename to /shop/gis etc.
/collections/nic-gregoriades,collection-retired,nic-gregoriades,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/oli-geddes,collection-retired,oli-geddes,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/patches,collection,patches,/collections/patches,PRESERVE,Keep Shopify collection URL (n=4 product refs). Do not rename to /shop/gis etc.
/collections/peter-lakatos,collection-retired,peter-lakatos,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/rash-guards,collection,rash-guards,/collections/rash-guards,PRESERVE,Keep Shopify collection URL (n=7 product refs). Do not rename to /shop/gis etc.
/collections/seminars,collection,seminars,(gone),410,Only unpublished event-ticket drafts. Do not 301 to homepage or invent /events/archive as a shop category.
/collections/shorts,collection,shorts,/collections/shorts,PRESERVE,Keep Shopify collection URL (n=1 product refs). Do not rename to /shop/gis etc.
/collections/sisterhood,collection,sisterhood,/collections/sisterhood,PRESERVE,Keep Shopify collection URL (n=2 product refs). Do not rename to /shop/gis etc.
/collections/spats,collection,spats,/collections/spats,PRESERVE,Keep Shopify collection URL (n=1 product refs). Do not rename to /shop/gis etc.
/collections/stickers,collection-retired,stickers,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/t-shirts,collection,t-shirts,/collections/t-shirts,PRESERVE,Keep Shopify collection URL (n=6 product refs). Do not rename to /shop/gis etc.
/collections/training-gear,collection,training-gear,/collections/training-gear,PRESERVE,Keep Shopify collection URL (n=22 product refs). Do not rename to /shop/gis etc.
/collections/videos,collection-retired,videos,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/yiyang-ng,collection-retired,yiyang-ng,(gone),410,Empty or digital/person collection (n=0). Currently live 200 and in sitemap; 410 is intentional removal.
/collections/enso-3-0,collection-missing,enso-3-0,/collections/gis,301,Not in collections.json. Live 404. Closest genuine replacement is /collections/gis.
/products/copy-of-musashi-limited-edition,legacy-redirect,copy-of-musashi-limited-edition,(gone),410,Existing Shopify redirect → /products/gundam. Retired digital/product gundam; not in current catalogue.
/products/copy-of-brotherhood-belt,legacy-redirect,copy-of-brotherhood-belt,/products/journey-bjj-belt,301,Existing Shopify redirect → /products/journey-bjj-belt. Target product retained at /products/{handle}.
/pages/test-page,legacy-redirect,test-page,/blogs/blog/no-bad-positions-in-jiu-jitsu,301,Existing Shopify redirect → /pages/no-bad-positions. Shopify target /pages/no-bad-positions is missing; one hop to closest retained equivalent.
/products/beyond-the-black-belt-digital-download,legacy-redirect,beyond-the-black-belt-digital-download,(gone),410,Existing Shopify redirect → /products/beyond-the-black-belt. Retired digital/product beyond-the-black-belt; not in current catalogue.
/products/copy-of-grapplers-longevity-vol-2-digital-download,legacy-redirect,copy-of-grapplers-longevity-vol-2-digital-download,(gone),410,Existing Shopify redirect → /products/grapplers-longevity-vol-2-digital-download. Retired digital/product grapplers-longevity-vol-2-digital-download; not in current catalogue.
/about,legacy-redirect,about,/pages/about,301,Existing Shopify redirect → /pages/about. Target page is retained.
/brazilian-jiu-jitsu-seminars,legacy-redirect,brazilian-jiu-jitsu-seminars,(gone),410,Existing Shopify redirect → /pages/brazilian-jiu-jitsu-seminars. Shopify target /pages/brazilian-jiu-jitsu-seminars has no genuine replacement.
/testimonials,legacy-redirect,testimonials,/pages/about,301,Existing Shopify redirect → /pages/testimonials. Shopify target /pages/testimonials is missing; one hop to closest retained equivalent.
/contact,legacy-redirect,contact,/pages/contact,301,Existing Shopify redirect → /pages/contact. Target page is retained.
/starting-brazilian-jiu-jitsu,legacy-redirect,starting-brazilian-jiu-jitsu,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu. Shopify target /pages/starting-brazilian-jiu-jitsu is missing; one hop to closest retained equivalent.
/starting-brazilian-jiu-jitsu/introduction,legacy-redirect,introduction,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu__introduction. Shopify target /pages/starting-brazilian-jiu-jitsu__introduction is missing; one hop to closest retained equivalent.
/starting-brazilian-jiu-jitsu/a-brief-history-of-jiu-jitsu,legacy-redirect,a-brief-history-of-jiu-jitsu,/blogs/blog/a-brief-history-of-bjj,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu__a-brief-history-of-jiu-jitsu. Shopify target /pages/starting-brazilian-jiu-jitsu__a-brief-history-of-jiu-jitsu is missing; one hop to closest retained equivalent.
/become-an-affiliate,legacy-redirect,become-an-affiliate,(gone),410,Existing Shopify redirect → /pages/become-an-affiliate. Shopify target /pages/become-an-affiliate has no genuine replacement.
/starting-brazilian-jiu-jitsu/where-to-train,legacy-redirect,where-to-train,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu__where-to-train. Shopify target /pages/starting-brazilian-jiu-jitsu__where-to-train is missing; one hop to closest retained equivalent.
/starting-brazilian-jiu-jitsu/a-typical-class,legacy-redirect,a-typical-class,/blogs/blog/attending-your-first-jiu-jitsu-class,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu__a-typical-class. Shopify target /pages/starting-brazilian-jiu-jitsu__a-typical-class is missing; one hop to closest retained equivalent.
/how-jiu-jitsu-works,legacy-redirect,how-jiu-jitsu-works,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/how-jiu-jitsu-works. Shopify target /pages/how-jiu-jitsu-works is missing; one hop to closest retained equivalent.
/starting-brazilian-jiu-jitsu/matt-etiquette,legacy-redirect,matt-etiquette,/blogs/blog/jiu-jitsu-mat-etiquette,301,Existing Shopify redirect → /pages/starting-brazilian-jiu-jitsu__matt-etiquette. Shopify target /pages/starting-brazilian-jiu-jitsu__matt-etiquette is missing; one hop to closest retained equivalent.
/progression-the-belt-system,legacy-redirect,progression-the-belt-system,/pages/progression-the-belt-system,301,Existing Shopify redirect → /pages/progression-the-belt-system. Target page is retained.
/jiu-jitsu-masterclass,legacy-redirect,jiu-jitsu-masterclass,(gone),410,Existing Shopify redirect → /pages/jiu-jitsu-masterclass. Shopify target /pages/jiu-jitsu-masterclass has no genuine replacement.
/academies,legacy-redirect,academies,/pages/jiu-jitsu-brotherhood-club-network,301,Existing Shopify redirect → /pages/academies. Shopify target /pages/academies is missing; one hop to closest retained equivalent.
/thank-you,legacy-redirect,thank-you,(gone),410,Existing Shopify redirect → /pages/thank-you. Shopify target /pages/thank-you has no genuine replacement.
/blog,legacy-redirect,blog,/pages/blog,301,Existing Shopify redirect → /pages/blog. Target page is retained.
/shipping-and-returns-policy,legacy-redirect,shipping-and-returns-policy,/pages/terms-conditions,301,Existing Shopify redirect → /pages/shipping-and-returns-policy. Shopify target /pages/shipping-and-returns-policy is missing; one hop to closest retained equivalent.
/about/organisation,legacy-redirect,organisation,/pages/about,301,Existing Shopify redirect → /pages/about__organisation. Shopify target /pages/about__organisation is missing; one hop to closest retained equivalent.
/shipping-returns-policy-2,legacy-redirect,shipping-returns-policy-2,/pages/terms-conditions,301,Existing Shopify redirect → /pages/shipping-returns-policy-2. Shopify target /pages/shipping-returns-policy-2 is missing; one hop to closest retained equivalent.
/check-your-email,legacy-redirect,check-your-email,(gone),410,Existing Shopify redirect → /pages/check-your-email. Shopify target /pages/check-your-email has no genuine replacement.
/shipping-and-returns-policy-pjj,legacy-redirect,shipping-and-returns-policy-pjj,/pages/terms-conditions,301,Existing Shopify redirect → /pages/shipping-and-returns-policy-pjj. Shopify target /pages/shipping-and-returns-policy-pjj is missing; one hop to closest retained equivalent.
/bjj-in-kingston-upon-thames,legacy-redirect,bjj-in-kingston-upon-thames,(gone),410,Existing Shopify redirect → /pages/bjj-in-kingston-upon-thames. Shopify target /pages/bjj-in-kingston-upon-thames missing from export; default 410.
/privacy-policy,legacy-redirect,privacy-policy,/pages/privacy-policy,301,Existing Shopify redirect → /pages/privacy-policy. Target page is retained.
/affiliate-disclosure,legacy-redirect,affiliate-disclosure,/pages/disclaimer,301,Existing Shopify redirect → /pages/affiliate-disclosure. Shopify target /pages/affiliate-disclosure is missing; one hop to closest retained equivalent.
/terms-of-use,legacy-redirect,terms-of-use,/pages/terms-conditions,301,Existing Shopify redirect → /pages/terms-of-use. Shopify target /pages/terms-of-use is missing; one hop to closest retained equivalent.
/beginners-guide-bjj,legacy-redirect,beginners-guide-bjj,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/beginners-guide-bjj. Shopify target /pages/beginners-guide-bjj is missing; one hop to closest retained equivalent.
/cant-find-that,legacy-redirect,cant-find-that,(gone),410,Existing Shopify redirect → /pages/cant-find-that. Shopify target /pages/cant-find-that has no genuine replacement.
/sign-up-thank-you,legacy-redirect,sign-up-thank-you,(gone),410,Existing Shopify redirect → /pages/sign-up-thank-you. Shopify target /pages/sign-up-thank-you has no genuine replacement.
/disclaimer,legacy-redirect,disclaimer,/pages/disclaimer,301,Existing Shopify redirect → /pages/disclaimer. Target page is retained.
/black-belt-blueprint-giveaway-rules,legacy-redirect,black-belt-blueprint-giveaway-rules,(gone),410,Existing Shopify redirect → /pages/black-belt-blueprint-giveaway-rules. Shopify target /pages/black-belt-blueprint-giveaway-rules has no genuine replacement.
?page_id=4958,legacy-redirect,?page_id=4958,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/beginners-guide-to-bjj. Shopify target /pages/beginners-guide-to-bjj is missing; one hop to closest retained equivalent. Query-string source.
/beginners-guide-bjj-2,legacy-redirect,beginners-guide-bjj-2,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/beginners-guide-bjj-2. Shopify target /pages/beginners-guide-bjj-2 is missing; one hop to closest retained equivalent.
/copyright-notice,legacy-redirect,copyright-notice,/pages/terms-conditions,301,Existing Shopify redirect → /pages/copyright-notice. Shopify target /pages/copyright-notice is missing; one hop to closest retained equivalent.
/exclusive-video-detailed-triangle-choke-explanation,legacy-redirect,exclusive-video-detailed-triangle-choke-explanation,(gone),410,Existing Shopify redirect → /pages/exclusive-video-detailed-triangle-choke-explanation. Shopify target /pages/exclusive-video-detailed-triangle-choke-explanation has no genuine replacement.
/the-bjj-blue-belt-test-full,legacy-redirect,the-bjj-blue-belt-test-full,/pages/progression-the-belt-system,301,Existing Shopify redirect → /pages/the-bjj-blue-belt-test-full. Shopify target /pages/the-bjj-blue-belt-test-full is missing; one hop to closest retained equivalent.
/private-instruction,legacy-redirect,private-instruction,/pages/contact,301,Existing Shopify redirect → /pages/private-instruction. Shopify target /pages/private-instruction is missing; one hop to closest retained equivalent.
?page_id=5157,legacy-redirect,?page_id=5157,/pages/beginners-guide-to-bjj-signup,301,Existing Shopify redirect → /pages/newsletter. Shopify target /pages/newsletter is missing; one hop to closest retained equivalent. Query-string source.
/jiu-jitsu-brotherhood-affiliation,legacy-redirect,jiu-jitsu-brotherhood-affiliation,/pages/jiu-jitsu-brotherhood-club-network,301,Existing Shopify redirect → /pages/jiu-jitsu-brotherhood-affiliation. Shopify target /pages/jiu-jitsu-brotherhood-affiliation is missing; one hop to closest retained equivalent.
/support-us,legacy-redirect,support-us,/pages/about,301,Existing Shopify redirect → /pages/support-us. Shopify target /pages/support-us is missing; one hop to closest retained equivalent.
/academic-draft,legacy-redirect,academic-draft,(gone),410,Existing Shopify redirect → /pages/academic-draft. Shopify target /pages/academic-draft has no genuine replacement.
/organisation,legacy-redirect,organisation,/pages/about,301,Existing Shopify redirect → /pages/organisation. Shopify target /pages/organisation is missing; one hop to closest retained equivalent.
/flow-drill-for-jiu-jitsu,legacy-redirect,flow-drill-for-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/flow-drill-for-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-concept-control-the-head,legacy-redirect,bjj-concept-control-the-head,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-concept-control-the-head. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-training-animals,legacy-redirect,brazilian-jiu-jitsu-training-animals,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-training-animals. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/using-your-minds-eye-visualization-for-jiu-jitsu,legacy-redirect,using-your-minds-eye-visualization-for-jiu-jitsu,/blogs/blog/using-your-minds-eye-visualization-for-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/using-your-minds-eye-visualization-for-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/post-training-shake-for-brazilian-jiu-jitsu,legacy-redirect,post-training-shake-for-brazilian-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/post-training-shake-for-brazilian-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/coordinate-movement-and-breathing,legacy-redirect,coordinate-movement-and-breathing,(gone),410,Existing Shopify redirect → /blogs/blog/coordinate-movement-and-breathing. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/pareto-principle-for-jiu-jitsu,legacy-redirect,pareto-principle-for-jiu-jitsu,/blogs/blog/pareto-principle-for-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/pareto-principle-for-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/brazilian-jiu-jitsu-body-awareness,legacy-redirect,brazilian-jiu-jitsu-body-awareness,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-body-awareness. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/gi-or-no-gi,legacy-redirect,gi-or-no-gi,/blogs/blog/gi-or-no-gi,301,Existing Shopify redirect → /blogs/blog/gi-or-no-gi. Flatten to retained article/technique URL in one hop.
/joint-locks-in-jiu-jitsu,legacy-redirect,joint-locks-in-jiu-jitsu,/blogs/blog/joint-locks-in-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/joint-locks-in-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/brazilian-jiu-jitsu-competitions,legacy-redirect,brazilian-jiu-jitsu-competitions,/blogs/blog/brazilian-jiu-jitsu-competitions,301,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-competitions. Flatten to retained article/technique URL in one hop.
/jiu-jitsu-with-no-hands,legacy-redirect,jiu-jitsu-with-no-hands,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-with-no-hands. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/grapple-with-your-eyes-closed,legacy-redirect,grapple-with-your-eyes-closed,(gone),410,Existing Shopify redirect → /blogs/blog/grapple-with-your-eyes-closed. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-life-lessons,legacy-redirect,jiu-jitsu-life-lessons,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-life-lessons. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-is-meditation,legacy-redirect,jiu-jitsu-is-meditation,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-is-meditation. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/a-jiu-jitsu-experience,legacy-redirect,a-jiu-jitsu-experience,/blogs/blog/a-jiu-jitsu-experience,301,Existing Shopify redirect → /blogs/blog/a-jiu-jitsu-experience. Flatten to retained article/technique URL in one hop.
/overtraining-in-jiu-jitsu,legacy-redirect,overtraining-in-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/overtraining-in-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/important-tips-for-beginners,legacy-redirect,important-tips-for-beginners,/blogs/blog/important-tips-for-beginners,301,Existing Shopify redirect → /blogs/blog/important-tips-for-beginners. Flatten to retained article/technique URL in one hop.
/jiu-jitsu-is-good-for-you,legacy-redirect,jiu-jitsu-is-good-for-you,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-is-good-for-you. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/roger-gracie,legacy-redirect,roger-gracie,/blogs/blog/roger-gracie,301,Existing Shopify redirect → /blogs/blog/roger-gracie. Flatten to retained article/technique URL in one hop.
/nutrition-for-jiu-jitsu-4,legacy-redirect,nutrition-for-jiu-jitsu-4,(gone),410,Existing Shopify redirect → /blogs/blog/nutrition-for-jiu-jitsu-4. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-side-mount,legacy-redirect,jiu-jitsu-side-mount,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-side-mount. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-flow-drill-techniques,legacy-redirect,jiu-jitsu-flow-drill-techniques,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-flow-drill-techniques. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-video-chokes,legacy-redirect,brazilian-jiu-jitsu-video-chokes,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-video-chokes. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-techniques,legacy-redirect,brazilian-jiu-jitsu-techniques,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-techniques. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/control-your-breathing,legacy-redirect,control-your-breathing,/blogs/blog/control-your-breathing,301,Existing Shopify redirect → /blogs/blog/control-your-breathing. Flatten to retained article/technique URL in one hop.
/brazilian-jiu-jitsu-moves,legacy-redirect,brazilian-jiu-jitsu-moves,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-moves. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-tips-a-c-t-model,legacy-redirect,brazilian-jiu-jitsu-tips-a-c-t-model,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-tips-a-c-t-model. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-and-mma-workouts,legacy-redirect,jiu-jitsu-and-mma-workouts,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-and-mma-workouts. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-video-interview,legacy-redirect,brazilian-jiu-jitsu-video-interview,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-video-interview. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/flow-diagrams-for-brazilian-jiu-jitsu,legacy-redirect,flow-diagrams-for-brazilian-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/flow-diagrams-for-brazilian-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-is-a-way-of-life,legacy-redirect,brazilian-jiu-jitsu-is-a-way-of-life,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-is-a-way-of-life. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-video,legacy-redirect,brazilian-jiu-jitsu-video,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-video. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-belt-system,legacy-redirect,brazilian-jiu-jitsu-belt-system,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-belt-system. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-video-breathing,legacy-redirect,brazilian-jiu-jitsu-video-breathing,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-video-breathing. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-tips-posture,legacy-redirect,brazilian-jiu-jitsu-tips-posture,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-tips-posture. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-techniques-grips,legacy-redirect,brazilian-jiu-jitsu-techniques-grips,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-techniques-grips. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/my-journey-into-martial-arts,legacy-redirect,my-journey-into-martial-arts,(gone),410,Existing Shopify redirect → /blogs/blog/my-journey-into-martial-arts. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/90-degree-rule,legacy-redirect,90-degree-rule,(gone),410,Existing Shopify redirect → /blogs/blog/90-degree-rule. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/awareness-and-the-jiu-jitsu-fighter,legacy-redirect,awareness-and-the-jiu-jitsu-fighter,(gone),410,Existing Shopify redirect → /blogs/blog/awareness-and-the-jiu-jitsu-fighter. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/hips-and-elbows-concept,legacy-redirect,hips-and-elbows-concept,(gone),410,Existing Shopify redirect → /blogs/blog/hips-and-elbows-concept. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/martial-arts-styles,legacy-redirect,martial-arts-styles,/blogs/blog/martial-arts-styles,301,Existing Shopify redirect → /blogs/blog/martial-arts-styles. Flatten to retained article/technique URL in one hop.
/jiu-jitsu-concept-head-and-eye-movement,legacy-redirect,jiu-jitsu-concept-head-and-eye-movement,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-concept-head-and-eye-movement. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/cross-choke-from-mount,legacy-redirect,cross-choke-from-mount,(gone),410,Existing Shopify redirect → /blogs/blog/cross-choke-from-mount. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-technique-straight-armbar-from-guard,legacy-redirect,bjj-technique-straight-armbar-from-guard,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-technique-straight-armbar-from-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/ten-essential-supplements-for-jiu-jitsu-fighters,legacy-redirect,ten-essential-supplements-for-jiu-jitsu-fighters,(gone),410,Existing Shopify redirect → /blogs/blog/ten-essential-supplements-for-jiu-jitsu-fighters. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/journey-into-jiu-jitsu,legacy-redirect,journey-into-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/journey-into-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/brazilian-jiu-jitsu-concept-concept-top-and-bottom-centre,legacy-redirect,brazilian-jiu-jitsu-concept-concept-top-and-bottom-centre,(gone),410,Existing Shopify redirect → /blogs/blog/brazilian-jiu-jitsu-concept-concept-top-and-bottom-centre. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-concept-powerpoint-base,legacy-redirect,jiu-jitsu-concept-powerpoint-base,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-concept-powerpoint-base. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/8-basic-skills-for-jiu-jitsu,legacy-redirect,8-basic-skills-for-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/8-basic-skills-for-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/high-percentage-side-mount-escape,legacy-redirect,high-percentage-side-mount-escape,(gone),410,Existing Shopify redirect → /blogs/blog/high-percentage-side-mount-escape. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/why-i-do-jiu-jitsu,legacy-redirect,why-i-do-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/why-i-do-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-essence-of-jiu-jitsu,legacy-redirect,the-essence-of-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/the-essence-of-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-spirit-of-jiu-jitsu,legacy-redirect,the-spirit-of-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/the-spirit-of-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/a-simple-workout-for-grappling-jiu-jitsu,legacy-redirect,a-simple-workout-for-grappling-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/a-simple-workout-for-grappling-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/yoga-jiu-jitsu-a-natural-symbiosis,legacy-redirect,yoga-jiu-jitsu-a-natural-symbiosis,/blogs/blog/yoga-jiu-jitsu-a-natural-symbiosis,301,Existing Shopify redirect → /blogs/blog/yoga-jiu-jitsu-a-natural-symbiosis. Flatten to retained article/technique URL in one hop.
/the-ultimate-side-control-attack,legacy-redirect,the-ultimate-side-control-attack,(gone),410,Existing Shopify redirect → /blogs/blog/the-ultimate-side-control-attack. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/high-percentage-straight-foot-lock-set-up,legacy-redirect,high-percentage-straight-foot-lock-set-up,(gone),410,Existing Shopify redirect → /blogs/blog/high-percentage-straight-foot-lock-set-up. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-takedown-drill,legacy-redirect,jiu-jitsu-takedown-drill,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-takedown-drill. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-concept-combining-masses,legacy-redirect,jiu-jitsu-concept-combining-masses,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-concept-combining-masses. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-concept-using-a-first-class-lever,legacy-redirect,jiu-jitsu-concept-using-a-first-class-lever,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-concept-using-a-first-class-lever. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/a-simple-effective-guard-pass,legacy-redirect,a-simple-effective-guard-pass,(gone),410,Existing Shopify redirect → /blogs/blog/a-simple-effective-guard-pass. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/8-tips-to-instantly-improve-your-guard,legacy-redirect,8-tips-to-instantly-improve-your-guard,(gone),410,Existing Shopify redirect → /blogs/blog/8-tips-to-instantly-improve-your-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/sleep-and-the-jiu-jitsu-practitioner,legacy-redirect,sleep-and-the-jiu-jitsu-practitioner,/blogs/blog/sleep-and-the-jiu-jitsu-practitioner,301,Existing Shopify redirect → /blogs/blog/sleep-and-the-jiu-jitsu-practitioner. Flatten to retained article/technique URL in one hop.
