record_kind,content_role,shopify_id,title,handle,blog_handle,blog_title,canonical_url,is_published,published_at,created_at,updated_at,author,has_summary,summary_chars,body_format,body_chars_text,body_bytes,has_featured_image,featured_image_url,featured_image_alt,seo_title,seo_description,tags,inline_image_count,youtube_or_iframe,iframe_count,internal_link_count,external_link_count,transform_link_count,sample_transform_links,migration_difficulty,difficulty_flags,appears_complete,recommended_treatment,decision_needed,notes_extra
technique,technique,gid://shopify/Article/605936255258,What Is a Heel Hook?,what-is-a-heel-hook,techniques,Techniques,/blogs/techniques/what-is-a-heel-hook,true,2023-08-23T10:02:23Z,2023-08-23T10:01:44Z,2023-12-11T15:01:31Z,JJB Admin,true,555,html,159,664,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/What_is_a_Heel_Hook_JJB_BLOG_POST.png?v=1692784905,,,"In this short teaser clip from his instructional video 'Zero to Hero: Introduction to Heel Hooks', Leigh Remedios explains what a heel hook is in simple terms.",patches|rashguards,0,yes,1,1,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/606034854170,Why Learn Heel Hooks?,why-learn-heel-hooks,blog,Articles,/blogs/blog/why-learn-heel-hooks,true,2023-09-03T07:42:00Z,2023-09-03T07:38:41Z,2023-12-11T15:02:16Z,JJB Admin,true,185,html,6242,6976,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Why_Learn_heel_Hooks.png?v=1693726829,,,"The author provides valuable insights into the technical aspects of heel hooks, along with the strategic advantages they offer.",belts|patches|spats,0,no,0,0,1,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/606186635546,Collar Choke From the Arm Wrap,collar-choke-from-the-arm-wrap,techniques,Techniques,/blogs/techniques/collar-choke-from-the-arm-wrap,true,2023-09-25T08:32:04Z,2023-09-25T08:32:04Z,2023-12-11T15:02:42Z,JJB Admin,true,225,html,241,759,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Collar_Choke_Arm_Wrap.png?v=1695630725,,,"In this video, 2nd-degree black belt Marc Barton teaches the arm wrap choke from closed guard. Marc credits his instructor, the legendary Mauricio Motta Gomes, for the details he is showing.",Gis|rashguards,0,yes,1,0,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/606415913242,Triangle Choke From the Arm Wrap,triangle-choke-from-the-arm-wrap,techniques,Techniques,/blogs/techniques/triangle-choke-from-the-arm-wrap,true,2023-10-30T11:31:11Z,2023-10-30T11:30:37Z,2023-12-11T15:03:00Z,JJB Admin,true,187,html,306,1060,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Triangle_Choke_From_Arm_Wrap.png?v=1698665437,,,"2nd-degree black belt Marc Barton teaches how to set up a triangle choke from the arm wrap. Marc credits his instructor, the legendary Mauricio Motta Gomes, for the details he is showing.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/606477156634,Cutting Armbar From the Arm Wrap,cutting-armbar-from-the-arm-wrap,techniques,Techniques,/blogs/techniques/cutting-armbar-from-the-arm-wrap,true,2023-11-13T09:43:53Z,2023-11-13T09:43:17Z,2023-12-11T15:03:34Z,JJB Admin,true,187,html,306,1087,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Cutting_Armbar_From_Armwrap.png?v=1699868598,,,"2nd-degree black belt Marc Barton teaches how to set up a cutting armbar from the arm wrap. Marc credits his instructor, the legendary Mauricio Motta Gomes, for the details he is showing.",Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/606442815770,Jiu Jitsu Mat Etiquette,jiu-jitsu-mat-etiquette,blog,Articles,/blogs/blog/jiu-jitsu-mat-etiquette,true,2023-11-06T10:21:43Z,2023-11-04T13:33:43Z,2023-12-11T15:03:53Z,JJB Admin,true,219,html,9080,10073,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/BJJ_Mat_Etiquette.png?v=1699104824,,,"An in-depth explanation of how to behave before, during and after every class you attend. Following these rules of etiquette will ensure that you and your fellow students can get the most out of the training experience.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/606273208602,Posture Control Choke,posture-control-choke,techniques,Techniques,/blogs/techniques/posture-control-choke,true,2023-10-09T10:28:01Z,2023-10-09T10:26:59Z,2023-12-11T15:04:14Z,JJB Admin,true,217,html,301,940,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Posture_Control_Choke.png?v=1696847220,,,"2nd-degree black belt Marc Barton teaches the posture control choke from the arm wrap. Marc credits his instructor, the legendary Mauricio Motta Gomes, for the details he is showing.",belts|Gis|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/606609834266,Michael Myers Guard Passing,michael-myers-guard-passing,techniques,Techniques,/blogs/techniques/michael-myers-guard-passing,true,2023-12-17T12:19:26Z,2023-12-17T12:18:36Z,2023-12-17T12:19:26Z,JJB Admin,true,177,html,419,928,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Michael_Myers_Guard_Passing_YouTube.png?v=1702815516,,,3rd-degree black belt Rob Taylor teaches a guard passing concept that he compares to being relentlessly stalked by Michael Myers in Halloween!,Gis|patches|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/606707646746,Pressure and Patience Are Vital,pressure-and-patience-are-vital,techniques,Techniques,/blogs/techniques/pressure-and-patience-are-vital,true,2024-01-08T10:21:35Z,2024-01-08T10:21:31Z,2024-01-08T10:22:52Z,JJB Admin,true,146,html,388,1095,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Patience_Pressure.png?v=1704709291,,,3rd-degree black belt Rob Taylor gives us some important details to fine tune his Michael Myers passing system.,Gis|patches|rashguards,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/606919393562,Don’t Get Leg Locked!,don-t-get-leg-locked,techniques,Techniques,/blogs/techniques/don-t-get-leg-locked,true,2024-01-30T12:18:16Z,2024-01-30T12:18:17Z,2024-02-13T09:55:57Z,JJB Admin,true,179,html,627,1285,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Avoiding_Leg_Locks_When_Passing.png?v=1706617097,,,"3rd-degree black belt Rob Taylor gives us more details to fine-tune his Michael Myers passing system, including how to avoid getting leg locked.",Gis|patches|rashguards,0,yes,1,2,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/607201329434,Knee Slice Passing Tips,knee-slice-passing-tips,techniques,Techniques,/blogs/techniques/knee-slice-passing-tips,true,2024-02-13T09:56:05Z,2024-02-13T09:52:08Z,2024-02-13T09:56:05Z,JJB Admin,true,184,html,629,1215,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Knee_Slice_Passing_Tips.png?v=1707817928,,,3rd-degree black belt Rob Taylor discusses knee slice passing variations and gives us some tips for using his passing system to enter the knee slice.,Gis|patches,0,yes,1,2,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/606956028186,BJJ and Grappling Skin Infections Part 1: Ringworm,bjj-and-grappling-skin-infections-part-1-ringworm,blog,Articles,/blogs/blog/bjj-and-grappling-skin-infections-part-1-ringworm,true,2024-02-06T13:10:13Z,2024-02-06T13:05:29Z,2024-02-19T09:02:32Z,JJB Admin,true,328,html,4324,8446,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Skin_Infections_Ringworm.png?v=1707224729,,,"Practising Brazilian Jiu Jitsu, and all other forms of grappling for that matter, comes with an associated risk of developing skin infections. In the first of this series of short articles, we will consider perhaps the most common of all the skin infections encountered by grapplers, ringworm.",Gis|patches|rashguards,1,no,0,1,4,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/607312052506,BJJ and Grappling Skin Infections Part 2: Staph and Impetigo,bjj-and-grappling-skin-infections-part-2-staph-and-impetigo,blog,Articles,/blogs/blog/bjj-and-grappling-skin-infections-part-2-staph-and-impetigo,true,2024-02-19T08:59:14Z,2024-02-19T08:56:25Z,2024-02-26T10:52:43Z,JJB Admin,true,311,html,5297,7362,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/BJJ_Skin_Infections_Staph.png?v=1708333155,,,"In this article, we take a deep dive into staph infections. Very few things cause as much fear and anxiety amongst grapplers as staph. Horror stories about this particular infection frequently circulate on social media, and many of us know somebody personally who has had a particularly nasty ‘staph’ infection.",belts|Gis|rashguards,2,no,0,2,4,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/607856918810,BJJ and Grappling Skin Infections Part 3: Herpes Gladiatorum,bjj-and-grappling-skin-infections-part-3-herpes-gladiatorum,blog,Articles,/blogs/blog/bjj-and-grappling-skin-infections-part-3-herpes-gladiatorum,true,2024-02-26T10:51:14Z,2024-02-26T09:41:48Z,2024-02-26T11:08:56Z,JJB Admin,true,227,html,3803,4848,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Herpes_Gladiatorum.png?v=1708941337,,,"In our third and final article on skin infections in jiu jitsu, we look at herpes infections, particularly the type of herpes that affects grapplers – herpes gladiatorum.",Gis|patches|spats,1,no,0,2,2,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/607900008730,Rolls Gracie vs Rickson Gracie,rolls-gracie-vs-rickson-gracie,blog,Articles,/blogs/blog/rolls-gracie-vs-rickson-gracie,true,2024-03-05T09:20:22Z,2024-03-05T09:20:22Z,2024-03-05T09:20:30Z,JJB Admin,true,124,html,2168,2516,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Rolls_vs_Rickson_YouTube.png?v=1709630430,,,"For your viewing pleasure, some amazing archive footage featuring the late, great Rolls Gracie sparring with Rickson Gracie!",Gis|rashguards,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/607972786458,What Kit and Equipment Will You Need for BJJ,what-kit-and-equipment-will-you-need-for-bjj,blog,Articles,/blogs/blog/what-kit-and-equipment-will-you-need-for-bjj,true,2024-03-18T09:49:47Z,2024-03-18T09:28:56Z,2024-03-18T10:00:39Z,JJB Admin,true,259,html,9242,11369,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/What_Equipment_Will_You_Need.png?v=1710756039,,,"As with most sports and martial arts, you must invest in some kit and equipment to get the most out of your training. Choosing what you will buy is highly personalised; however, some items are essential. We outline everything you need to know in this article.",belts|Gis|rashguards,4,no,0,8,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/608144064794,Five Ways to Naturally Boost Your Immune System,five-ways-to-naturally-boost-your-immune-system,blog,Articles,/blogs/blog/five-ways-to-naturally-boost-your-immune-system,true,2024-04-21T08:14:09Z,2024-04-21T08:13:33Z,2024-04-21T08:19:34Z,JJB Admin,true,130,html,8864,12141,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/photo_collage_-_desktop_wallpaper.png?v=1713687213,,,Here are five simple measures that can be taken to help you strengthen your immunity naturally.,belts|gi|patches,3,no,0,2,11,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/608308560154,Can Jiu-Jitsu Athletes Benefit from the Ecological Method? A Coach's Perspective,can-jiu-jitsu-athletes-benefit-from-the-ecological-method-a-coachs-perspective,blog,Articles,/blogs/blog/can-jiu-jitsu-athletes-benefit-from-the-ecological-method-a-coachs-perspective,true,2024-06-03T07:33:39Z,2024-05-30T07:40:07Z,2024-06-03T07:33:39Z,JJB Admin,true,83,html,6078,6601,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Ecological_Method_in_Jiu_Jitsu.png?v=1717055220,,,The Ecological Method in Jiu-Jitsu: Is It a Game Changer or a Just a Passing Trend?,Leg Locks|Leigh Remedios,0,no,0,0,1,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/608296042778,Limp Arm Back Take,limp-arm-back-take,techniques,Techniques,/blogs/techniques/limp-arm-back-take,true,2024-05-27T09:37:38Z,2024-05-27T09:36:57Z,2024-06-14T07:12:04Z,JJB Admin,true,249,html,468,1534,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Limp_Arm_Back_Take.png?v=1716802617,,,When your opponent is basing hard to defend the sweep in the dogfight it is worth looking for this option to return to the back take.,Gis|patches,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608236634394,Half Guard Ankle Hook Sweep,half-guard-ankle-hook-sweep,techniques,Techniques,/blogs/techniques/half-guard-ankle-hook-sweep,true,2024-05-11T10:00:09Z,2024-05-11T09:58:30Z,2024-06-14T07:12:21Z,JJB Admin,true,150,html,494,1092,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Half_Guard_Underhook_Sweep.png?v=1715421510,,,"In this video, 3rd-degree black belt Miad Najafi teaches the ankle hook sweep from his half-guard underhook series.",Gis|patches,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608187613466,Roll Under Sweep from Half Guard,roll-under-sweep-from-half-guard,techniques,Techniques,/blogs/techniques/roll-under-sweep-from-half-guard,true,2024-04-28T11:43:00Z,2024-04-28T11:39:12Z,2024-06-14T07:12:38Z,JJB Admin,true,157,html,607,1205,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Roll_Under_Half_Guard_Sweep.png?v=1714304442,,,"In this video, 3rd-degree black belt Miad Najafi looks at how to counter the whizzer defence to the back take with this simple but effective sweeping option.",gi|Gis|patches|rashguards,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608114409754,A Simple Half Guard Back Take,a-simple-half-guard-back-take,techniques,Techniques,/blogs/techniques/a-simple-half-guard-back-take,true,2024-04-15T08:04:20Z,2024-04-15T08:03:58Z,2024-06-14T07:12:59Z,JJB Admin,true,207,html,521,1119,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/White_and_Black_Church_Prayer_YouTube_Thumbnail.png?v=1713168238,,,"In this video, 3rd-degree black belt Miad Najafi continues his run through the half-guard underhook series. After securing the underhook, the primary focus should be to seize the opportunity for a back take.",Gis|patches,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608049529114,Battle for the Underhook,battle-for-the-underhook,techniques,Techniques,/blogs/techniques/battle-for-the-underhook,true,2024-04-01T08:35:53Z,2024-04-01T08:29:04Z,2024-06-14T07:13:18Z,JJB Admin,true,302,html,495,1093,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/The_Battle_for_the_Underhook_YouTube.png?v=1711960145,,,"When playing half guard, the battle for the underhook is critical. Once established, the underhook leads to a wide variety of sweeping and attacking options. In this video, 3rd-degree black belt Miad Najafi shares a great drill designed to hone this essential skill in half guard.",belts|Gis,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608384450842,Countering the Backstep,countering-the-backstep,techniques,Techniques,/blogs/techniques/countering-the-backstep,true,2024-06-14T07:07:07Z,2024-06-14T07:07:07Z,2024-06-14T07:14:10Z,JJB Admin,true,189,html,634,1604,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Countering_the_Backstep.png?v=1718348827,,,"In the final video in his half guard underhook series, Miad Najafi deals with a common scenario where the top player loses the underhook and kicks over to the opposite side with a backstep.",Gis|rashguards,0,yes,1,1,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608452772122,A System For Guard Passing,a-system-for-guard-passing,techniques,Techniques,/blogs/techniques/a-system-for-guard-passing,true,2024-06-24T09:11:37Z,2024-06-24T09:07:39Z,2024-06-24T09:11:37Z,JJB Admin,true,98,html,230,583,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/maxresdefault.jpg?v=1719220059,,,MMA legend and Jiu Jitsu Black Belt Leigh Remedios shares the secrets of his guard passing system.,belts|Gis|Leg Locks|Leigh Remedios,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/608545964314,A Glossary of BJJ Terms,a-glossary-of-bjj-terms,blog,Articles,/blogs/blog/a-glossary-of-bjj-terms,true,2024-07-12T07:32:26Z,2024-07-12T07:32:27Z,2024-07-12T08:11:48Z,JJB Admin,true,309,html,22131,57479,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Copy_of_White_and_Black_Church_Prayer_YouTube_Thumbnail.png?v=1720769547,,,The terminology used in Brazilian jiu jitsu can be confusing for those new to the martial art. This glossary provides a list of commonly used terms in jiu jitsu to help those who are just starting out understand the language and concepts of jiu jitsu.,belts|patches|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/608590561562,Unlocking Turtle Position: 3 Effective Turnovers,unlocking-turtle-position-3-effective-turnovers,techniques,Techniques,/blogs/techniques/unlocking-turtle-position-3-effective-turnovers,true,2024-07-23T12:59:03Z,2024-07-23T12:47:45Z,2024-07-23T13:00:05Z,JJB Admin,true,327,html,701,1248,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Turtle_Turnovers.png?v=1721738866,,,Three simple and effective attacking options from one of the most important yet neglected positions in jiu jitsu.,belts|patches|rashguards,0,yes,1,0,2,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608662094106,Basic Choke From Lapel Guard,basic-choke-from-lapel-guard,techniques,Techniques,/blogs/techniques/basic-choke-from-lapel-guard,true,2024-08-07T07:28:07Z,2024-08-07T07:28:07Z,2024-08-07T07:28:08Z,JJB Admin,true,75,html,268,730,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Lapel_Guard_Choke.png?v=1723015688,,,1st-degree black belt Cole Porter teaches the basic choke from lapel guard.,,0,yes,1,0,1,0,,C,embed,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/608715505946,Fix Your Lapel Guard Choke,fix-your-lapel-guard-choke,techniques,Techniques,/blogs/techniques/fix-your-lapel-guard-choke,true,2024-08-19T12:03:53Z,2024-08-19T12:03:54Z,2024-08-19T12:05:35Z,JJB Admin,true,205,html,201,703,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Lapel_Guard_Choke_Details.png?v=1724069034,,,Fixing the grip on the lapels guard choke will make it extremely tight and it can even be applied with one hand.,belts|gi|Gis,0,yes,1,1,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/608793854234,The Invisible Collar Choke,the-invisible-collar-choke,techniques,Techniques,/blogs/techniques/the-invisible-collar-choke,true,2024-09-05T10:05:04Z,2024-09-05T09:55:35Z,2024-09-05T10:05:04Z,JJB Admin,true,271,html,795,1389,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/The_Invisible_Collar_Choke.png?v=1725530136,,,"In this video, Cole, a 1st-degree black belt, dives into a highly effective variation of the lapel guard collar choke he calls the ""Invisible Collar Choke.""",Gis|patches,0,yes,1,1,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/608850706714,Using Heart Rate Variability to Monitor Your Training,using-heart-rate-variability-to-monitor-your-training,blog,Articles,/blogs/blog/using-heart-rate-variability-to-monitor-your-training,true,2024-09-15T11:55:09Z,2024-09-15T11:54:30Z,2024-09-15T13:01:40Z,JJB Admin,true,234,html,8287,9860,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Using_HRV.png?v=1726401271,,,"Monitoring HRV can be a game changer in monitoring your training readiness and avoiding overreaching or overtraining. In this article, a medical doctor and BJJ black belt discusses how he has used it to help plan his training routine.",patches|rashguards,4,no,0,1,3,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/608885244186,Setting Up Gubber Guard,setting-up-gubber-guard,techniques,Techniques,/blogs/techniques/setting-up-gubber-guard,true,2024-09-23T09:19:16Z,2024-09-23T09:19:16Z,2024-09-23T09:21:19Z,JJB Admin,true,240,html,526,949,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Gubber_Guard.png?v=1727083157,,,The Gubber Guard is a great option when your opponent is shutting down your choke attempts from the lapel guard. It is a powerful control that clamps the shoulder and opens up new submission opportunities.,patches|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/609027555610,Powerful Choke From Gubber Guard,powerful-choke-from-gubber-guard,techniques,Techniques,/blogs/techniques/powerful-choke-from-gubber-guard,true,2024-10-13T12:23:14Z,2024-10-13T12:22:47Z,2024-10-13T12:30:30Z,JJB Admin,true,258,html,307,583,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Gubber_Guard_Choke.png?v=1728822168,,,"In this video, Cole, a 1st-degree black belt, shows us how to set up a powerful choke from the gubber guard.",,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/609096827162,Positional Hierarchy and Strategy,positional-hierarchy-and-strategy,blog,Articles,/blogs/blog/positional-hierarchy-and-strategy,true,2024-10-21T07:44:28Z,2024-10-21T07:44:28Z,2024-10-21T07:51:35Z,JJB Admin,true,346,html,4290,6064,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Copy_of_Copy_of_Copy_of_White_and_Black_Church_Prayer_YouTube_Thumbnail.png?v=1729496669,,,"The concept of positional hierarchy is integral to the understanding of jiu jitsu. It refers to the ranking of different positions in terms of their relative dominance and control. Not all positions are equal, and some are more advantageous than others.",belts|patches|rashguards,1,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/609176584474,Simple Tip to MASSIVELY Improve Your Chokes!,simple-tip-to-massively-improve-your-chokes,techniques,Techniques,/blogs/techniques/simple-tip-to-massively-improve-your-chokes,true,2024-11-04T10:36:50Z,2024-11-04T10:36:20Z,2024-11-04T10:36:50Z,JJB Admin,true,72,html,183,563,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Top_Tip_For_Chokes.png?v=1730716580,,,A simple but highly effective tip to take your chokes to the next level.,,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/609253097754,Positional Sparring in Brazilian Jiu-Jitsu: The Key to Mastery,positional-sparring-in-brazilian-jiu-jitsu-the-key-to-mastery,blog,Articles,/blogs/blog/positional-sparring-in-brazilian-jiu-jitsu-the-key-to-mastery,true,2024-11-20T08:31:57Z,2024-11-20T08:31:57Z,2024-11-20T13:11:31Z,JJB Admin,true,308,html,7548,10087,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Positional_Sparring.png?v=1732091517,,,"Positional sparring is a vital tool in Brazilian Jiu-Jitsu, helping practitioners of all levels refine techniques, master positions, and enhance performance. By isolating scenarios, it accelerates learning and builds resilience, making it essential for success on the mats.",patches|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/609319616794,Gi Meets No Gi: The Ghost Escape,gi-meets-no-gi-the-ghost-escape,techniques,Techniques,/blogs/techniques/gi-meets-no-gi-the-ghost-escape,true,2024-12-04T09:15:16Z,2024-12-04T09:13:04Z,2024-12-04T09:15:16Z,JJB Admin,true,198,html,356,994,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Ghost_Escape_Team_Up.png?v=1733303584,,,"Marc and Leigh team up to teach two variations of the Ghost Escape from side control, with Marc demonstrating the Gi version and Leigh covering the No-Gi approach.",Leg Locks|Leigh Remedios|patches|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/609466024218,How to Train Leg Locks Safely,how-to-train-leg-locks-safely,blog,Articles,/blogs/blog/how-to-train-leg-locks-safely,true,2025-01-07T09:12:06Z,2025-01-07T09:08:15Z,2025-01-07T09:21:19Z,JJB Admin,true,196,html,7701,10425,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Heel_Hooks_YouTube.png?v=1736240895,,,"Leg locks are vital in BJJ but risky. Understanding knee anatomy, using control, and training responsibly ensures safety and skill in techniques like heel hooks.",Leg Locks|Leigh Remedios,1,yes,1,0,2,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/609763492122,The First MMA Match Caught on Film?,the-first-mma-match-caught-on-film,blog,Articles,/blogs/blog/the-first-mma-match-caught-on-film,true,2025-01-27T08:45:13Z,2025-01-27T08:47:56Z,2025-01-27T08:47:56Z,JJB Admin,true,111,html,380,547,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/First_MMA_Thumb_cf665b90-8a36-4b3e-93c6-fc7bc77c64dc.png?v=1737967676,,,"Historic footage of the 1937 Pio Pico vs. Nick Lutze bout, possibly the earliest MMA match ever filmed.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405422800956,The Benefits of Training Both Gi and No-Gi Grappling,gi-or-no-gi,blog,Articles,/blogs/blog/gi-or-no-gi,true,2025-02-11T00:00:00Z,2020-01-04T02:35:22Z,2025-02-11T12:46:15Z,JJB Admin,true,138,html,6056,7592,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Gi_or_No_Gi.png?v=1739277975,,,A short article describing the benefits of training both Gi or No-Gi styles of grappling and jiu jitsu.,Gis|rashguards,0,no,0,0,1,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/609983758618,Preparing for the Podium: A Beginner’s Guide to BJJ Rules,preparing-for-the-podium-a-beginner-s-guide-to-bjj-rules,blog,Articles,/blogs/blog/preparing-for-the-podium-a-beginner-s-guide-to-bjj-rules,true,2025-03-03T09:15:37Z,2025-03-03T09:15:04Z,2025-03-03T09:16:28Z,JJB Admin,true,179,html,5898,6617,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/BJJ_Rules_Made_Easy.png?v=1740993388,,,"This guide simplifies IBJJF rules, covering scoring, advantages, penalties, and disqualifications to help competitors navigate BJJ tournaments with confidence.",belts|Gis,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/610021671194,The Arm Wrap System,the-arm-wrap-system,techniques,Techniques,/blogs/techniques/the-arm-wrap-system,true,2025-02-21T12:33:00Z,2025-03-07T12:55:33Z,2025-03-07T12:55:33Z,JJB Admin,true,166,html,658,970,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/maxresdefault_ebbeaca0-58c6-4e96-b148-71ae9d25f99e.jpg?v=1741352133,,,"Marc Barton, 2nd-degree black belt, shares a 4-attack closed guard sequence learned from Coral Belt Mauricio Gomes, chaining collar chokes, a triangle, and an armbar.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
